"first","last","seasons","games","AB","runs","hits","doubles","triples","HR","RBI","BB","SO","BA","OBP","SP","AP","BR","ABRuns","Runs.Created","SB","CS","Stolen.Base.Runs","Fielding.Average","Fielding.Runs","Primary.Position.Played","Total.Player.Rating","Hall.Fame.Membership"
"BRUCE","CAMPBELL",13,1360,4762,759,1382,295,87,106,766,548,513,0.29,0.367,0.455,108,81,57,815,276,89,7,0.956,-19,"O",-2.7,"not a member"
"CHRIS","CANNIZZARO",13,740,1950,132,458,66,12,18,169,241,325,0.235,0.321,0.309,77,-56,-53,192,183,44,30,0.983,-27,"C",-6.4,"not a member"
"BERNIE","CARBO",12,1010,2733,372,722,140,9,96,358,538,534,0.264,0.389,0.427,125,125,114,489,158,48,22,0.978,-8,"O",7.4,"not a member"
"JOSE","CARDENAL",18,2017,6964,936,1913,333,46,138,775,608,647,0.275,0.335,0.395,102,46,21,928,201,36,40,0.976,48,"O",0.1,"not a member"
"LEO","CARDENAS",16,1941,6707,662,1725,285,49,118,689,522,46,0.257,0.313,0.367,88,-80,-107,748,234,86,10,0.971,-22,"S",3,"not a member"
"ROD","CAREW",19,2469,9315,1424,3053,445,112,92,1015,1018,18,0.328,0.395,0.429,131,431,414,1595,215,50,27,0.991,-85,"1",32.5,"Select by writers"
"ANDY","CAREY",11,938,2850,371,741,119,38,64,350,268,355,0.26,0.329,0.396,97,-23,-14,369,135,56,27,0.958,45,"3",2.4,"not a member"
"MAX","CAREY",20,2476,9363,1545,2665,419,159,70,800,1040,587,0.285,0.361,0.386,107,128,113,1472,314,134,NA,0.966,199,"O",23.4,"selected by members"
"HICK","CARPENTER",12,1118,4638,720,1201,142,47,18,204,111,694,0.259,0.281,0.321,87,-62,-82,482,62,NA,NA,0.853,-80,"3",-12.7,"not a member"
"CHICO","CARRASQUEL",10,1325,4644,568,1199,172,25,55,474,491,427,0.258,0.334,0.342,82,-108,-112,546,189,63,29,0.969,-46,"S",-7,"not a member"
"BILL","CARRIGAN",10,709,1970,194,506,67,14,6,235,206,517,0.257,0.334,0.314,94,-7,-11,224,223,53,NA,0.971,-17,"C",2.9,"not a member"
"CLIFF","CARROLL",11,991,3972,729,995,125,47,31,423,361,265,0.251,0.32,0.329,94,-26,-23,499,105,NA,NA,0.905,25,"O",-2.2,"not a member"
"GARY","CARTER",19,2296,7971,1025,2092,371,31,324,1225,848,722,0.262,0.338,0.439,116,145,158,1185,234,80,7,0.991,53,"C",29.5,"not a member"
"RICO","CARTY",15,1651,5606,712,1677,278,17,204,890,642,564,0.299,0.372,0.464,132,248,243,941,118,61,30,0.97,-40,"O",15.6,"not a member"
"BOB","CARUTHERS",10,705,2465,508,694,104,50,29,213,417,639,0.282,0.391,0.4,137,138,129,468,57,NA,NA,0.875,-22,"O",2.6,"not a member"
"PAUL","CASANOVA",10,859,2786,214,627,87,12,50,252,101,395,0.225,0.254,0.319,64,-140,-134,210,107,4,26,0.985,-38,"C",-14.9,"not a member"
"GEORGE","CASE",11,1226,5016,785,1415,233,43,21,377,426,271,0.282,0.341,0.358,95,-67,-32,670,211,13,58,0.97,30,"O",-2.2,"not a member"
"DOC","CASEY",10,1114,4341,584,1122,137,52,9,354,270,NA,0.258,0.31,0.32,85,-87,-85,521,99,NA,NA,0.915,-76,"3",-13.8,"not a member"
"DAVE","CASH",12,1422,5554,732,1571,243,56,21,426,424,282,0.283,0.336,0.358,93,-50,-49,661,25,115,29,0.984,43,"2",6.9,"not a member"
"NORM","CASH",17,2089,6705,1046,1820,241,41,377,1103,1043,36,0.271,0.377,0.488,138,390,366,1278,249,66,26,0.992,50,"1",28.6,"not a member"
"JOHN","CASSIDY",10,587,2454,336,618,83,31,4,156,84,76,0.252,0.278,0.316,89,-25,-30,227,NA,NA,NA,0.845,-31,"O",-6.9,"not a member"
"CARMEN","CASTILLO",10,631,1519,190,383,71,8,55,197,90,266,0.252,0.3,0.418,93,-14,-18,184,54,14,13,0.953,-30,"O",-5.9,"not a member"
"DANNY","CATER",12,1289,4451,491,1229,191,29,66,519,254,371,0.276,0.318,0.377,102,-16,-1,492,158,66,3,0.994,-18,"1",-10.3,"not a member"
"WAYNE","CAUSEY",11,1105,3244,357,819,130,26,35,285,390,312,0.252,0.335,0.341,90,-37,-37,394,24,23,25,0.969,-42,"S",-4.5,"not a member"
"PHIL","CAVARRETTA",22,2030,6754,990,1977,347,99,95,920,820,523,0.293,0.372,0.416,118,170,178,1106,301,2,NA,0.99,-21,"1",5.2,"not a member"
"CESAR","CEDENO",17,2006,7310,1084,2087,436,60,199,976,664,705,0.285,0.35,0.443,124,180,212,1144,282,47,68,0.985,10,"O",20.2,"not a member"
"ORLANDO","CEPEDA",17,2124,7927,1131,2351,417,27,379,1365,588,54,0.297,0.353,0.499,133,337,337,1338,46,122,26,0.99,-40,"1",17.1,"selected by members"
"RICK","CERONE",18,1329,4069,393,998,190,15,59,436,320,411,0.245,0.304,0.343,78,-120,-124,413,293,57,4,0.99,-19,"C",-9.9,"not a member"
"BOB","CERV",12,829,2261,320,624,96,26,105,374,212,358,0.276,0.343,0.481,122,62,63,361,24,4,13,0.976,7,"O",3.9,"not a member"
"RON","CEY",17,2073,7162,977,1868,328,21,316,1139,1012,68,0.261,0.357,0.445,121,216,215,1149,142,64,3,0.961,30,"3",21.7,"not a member"
"CHRIS","CHAMBLISS",17,2175,7571,912,2109,392,42,185,972,632,701,0.279,0.336,0.415,108,94,80,1036,239,72,30,0.993,25,"1",-3.5,"not a member"
"FRANK","CHANCE",17,1287,4297,797,1273,200,79,20,596,554,264,0.296,0.394,0.394,135,218,212,852,240,NA,NA,0.987,1,"1",21.1,"selected by members"
"DARREL","CHANEY",11,915,2113,237,458,75,17,14,190,238,430,0.217,0.297,0.288,61,-101,-110,191,97,48,26,0.959,26,"S",-2.6,"not a member"
"SAM","CHAPMAN",11,1368,4988,754,1329,210,52,180,773,562,580,0.266,0.342,0.438,107,22,33,749,243,75,4,0.972,53,"O",1.2,"not a member"
"BEN","CHAPMAN",15,1717,6478,1144,1958,407,107,90,977,824,493,0.302,0.383,0.44,115,120,155,1127,176,34,NA,0.967,50,"O",13.4,"not a member"
"HAL","CHASE",15,1919,7417,980,2158,322,124,57,941,276,279,0.291,0.319,0.391,111,98,72,1039,220,40,NA,0.98,-45,"1",-1.4,"not a member"
"CUPID","CHILDS",13,1456,5618,1214,1720,205,100,20,654,991,55,0.306,0.416,0.389,121,230,210,1073,166,NA,NA,0.93,92,"2",31.2,"not a member"
"HARRY","CHITI",10,502,1495,135,356,49,9,41,179,115,218,0.238,0.296,0.365,77,-48,-50,153,238,110,NA,0.983,13,"C",-1.8,"not a member"
"GINO","CIMOLI",10,969,3054,370,808,133,48,44,321,221,433,0.265,0.317,0.383,85,-52,-69,365,118,99,52,0.974,-49,"O",-16.2,"not a member"
"JACK","CLARK",18,1994,6847,1118,1826,332,39,340,1180,1262,109,0.267,0.383,0.476,138,367,374,1279,320,101,7,0.978,0,"O",29,"not a member"
"FRED","CLARKE",21,2242,8568,1619,2672,361,220,67,1015,874,92,0.312,0.386,0.429,132,383,379,1678,270,NA,NA,0.952,58,"O",30.1,"selected by members"
"HORACE","CLARKE",10,1272,4813,548,1230,150,23,27,304,365,334,0.256,0.31,0.313,82,-128,-106,482,56,97,35,0.983,19,"2",0.8,"not a member"
"TOMMY","CLARKE",10,700,1708,169,453,66,37,6,191,216,154,0.265,0.351,0.358,109,21,23,227,246,65,NA,0.975,-22,"C",4.9,"not a member"
"BOILERYARD","CLARKE",13,950,3346,394,858,111,32,20,429,176,509,0.256,0.311,0.327,76,-101,-113,378,278,NA,NA,0.947,-38,"C",-7.4,"not a member"
"ROBERTO","CLEMENTE",18,2433,9454,1416,3000,440,166,240,1305,621,66,0.317,0.362,0.475,130,354,362,1557,327,84,22,0.973,162,"O",41.5,"Select by writers"
"JACK","CLEMENTS",17,1157,4283,619,1226,226,60,77,687,339,273,0.286,0.347,0.421,118,106,97,683,281,NA,NA,0.937,-27,"C",14,"not a member"
"DONN","CLENDENON",12,1362,4648,594,1273,192,57,159,682,379,49,0.274,0.331,0.442,117,94,94,657,336,96,28,0.988,18,"1",2.8,"not a member"
"HARLOND","CLIFT",12,1582,5730,1070,1558,309,62,178,829,1070,599,0.272,0.39,0.441,115,173,155,1072,307,81,26,0.948,63,"3",22.9,"not a member"
"TY","CLINE",12,892,1834,251,437,53,25,6,125,153,237,0.238,0.304,0.304,72,-66,-64,180,126,51,26,0.986,24,"O",-7.5,"not a member"
"GENE","CLINES",10,870,2328,314,645,85,24,5,187,169,266,0.277,0.331,0.341,88,-32,-36,260,310,78,22,0.979,4,"O",-6.1,"not a member"
"BILLY","CLINGMAN",10,816,2839,410,697,86,31,8,301,303,706,0.246,0.323,0.306,74,-103,-90,329,346,NA,NA,0.919,79,"3",2.1,"not a member"
"GIL","COAN",11,918,2877,384,731,98,44,39,278,232,352,0.254,0.316,0.359,84,-83,-70,355,327,75,44,0.973,24,"O",-7.7,"not a member"
"TY","COBB",24,3035,11434,2246,4189,724,295,117,1937,1249,328,0.366,0.433,0.512,167,1032,1017,2803,334,46,NA,0.961,56,"O",92.8,"Select by writers"
"MICKEY","COCHRANE",13,1482,5169,1041,1652,333,64,119,832,857,196,0.32,0.419,0.478,127,269,244,1079,299,84,29,0.985,14,"C",32.2,"Select by writers"
"ROCKY","COLAVITO",14,1841,6503,971,1730,283,21,374,1159,951,682,0.266,0.362,0.489,132,297,290,1157,97,62,4,0.98,66,"O",25.6,"not a member"
"NATE","COLBERT",10,1004,3422,481,833,141,25,173,520,383,691,0.243,0.324,0.451,120,55,75,497,275,68,22,0.991,4,"1",0.2,"not a member"
"DAVE","COLLINS",16,1701,4907,667,1335,187,52,32,373,467,562,0.272,0.34,0.351,93,-42,-39,633,235,36,56,0.986,-12,"O",-6,"not a member"
"EDDIE","COLLINS",25,2826,9949,1821,3312,438,186,47,1300,1499,260,0.333,0.424,0.428,142,605,614,2056,317,45,NA,0.97,43,"2",69.4,"Select by writers"
"JIMMY","COLLINS",14,1726,6796,1055,2000,353,116,65,983,426,293,0.294,0.344,0.409,112,134,93,1073,102,NA,NA,0.929,140,"3",24.2,"selected by members"
"SHANO","COLLINS",16,1799,6390,747,1687,310,133,22,709,331,370,0.264,0.306,0.364,90,-114,-108,748,130,125,NA,0.962,19,"O",-18.5,"not a member"
"JOE","COLLINS",10,908,2329,404,596,79,24,86,329,338,238,0.256,0.351,0.421,112,25,36,360,167,56,26,0.99,7,"1",1.1,"not a member"
"PAT","COLLINS",10,543,1204,146,306,46,6,33,168,235,183,0.254,0.378,0.385,98,5,4,194,238,88,NA,0.974,-7,"C",1.7,"not a member"
"EARLE","COMBS",12,1455,5746,1186,1866,309,154,58,632,670,252,0.325,0.397,0.462,127,196,232,1066,344,112,7,0.974,-14,"O",10.9,"selected by members"
"CHARLIE","COMISKEY",13,1390,5796,994,1531,206,68,29,467,197,661,0.264,0.293,0.338,83,-90,-154,731,245,NA,NA,0.973,-8,"1",-22.7,"not a member"
"ADAM","COMOROSKY",10,813,2787,404,795,134,51,28,417,214,132,0.285,0.339,0.4,91,-38,-38,382,286,NA,NA,0.972,9,"O",-7.2,"not a member"
"DAVE","CONCEPCION",19,2488,8723,993,2326,389,48,101,950,736,57,0.267,0.325,0.357,88,-122,-135,1005,196,13,53,0.971,-42,"S",9.3,"not a member"
"ROGER","CONNOR",18,1997,7794,1620,2467,441,233,138,1322,1002,409,0.317,0.397,0.486,155,563,564,1648,145,NA,NA,0.978,42,"1",44.4,"selected by members"
"WID","CONROY",11,1374,5061,605,1257,176,82,22,452,345,NA,0.248,0.3,0.329,91,-45,-60,600,161,NA,NA,0.934,72,"3",3.1,"not a member"
"BILLY","CONSOLO",10,603,1178,158,260,31,11,9,83,161,271,0.221,0.316,0.289,63,-53,-59,116,335,4,22,0.945,45,"S",0.6,"not a member"
"DUFF","COOLEY",13,1316,5364,847,1576,180,102,26,557,365,607,0.294,0.341,0.38,104,12,24,812,129,NA,NA,0.945,-22,"O",-6.8,"not a member"
"JOHNNY","COONEY",20,1172,3372,408,965,130,26,2,219,208,31,0.286,0.329,0.342,87,-77,-60,383,184,88,NA,0.988,-6,"O",-9.9,"not a member"
"CECIL","COOPER",17,1896,7349,1012,2192,415,47,241,1125,448,696,0.298,0.34,0.466,121,186,189,1134,333,87,22,0.992,-13,"1",8.2,"not a member"
"WALKER","COOPER",18,1473,4702,573,1341,240,40,173,812,309,328,0.285,0.332,0.464,116,84,82,695,86,3,NA,0.977,-63,"C",9.3,"not a member"
"TOMMY","CORCORAN",18,2200,8804,1184,2252,289,155,34,1135,382,185,0.256,0.289,0.335,75,-305,-311,1015,232,NA,NA,0.924,107,"S",-11.1,"not a member"
"POP","CORKHILL",10,1086,4404,650,1120,110,80,31,268,174,645,0.254,0.288,0.337,89,-55,-73,489,41,NA,NA,0.947,83,"O",-1.4,"not a member"
"CLINT","COURTNEY",11,946,2796,260,750,126,17,38,313,264,107,0.268,0.341,0.366,94,-26,-21,349,183,41,30,0.987,-45,"C",-3.8,"not a member"
"WES","COVINGTON",11,1075,2978,355,832,128,17,131,499,247,380,0.279,0.339,0.466,123,65,83,463,308,77,1,0.961,-61,"O",-1.6,"not a member"
"AL","COWENS",13,1584,5534,704,1494,276,68,108,717,389,561,0.27,0.322,0.403,98,-6,-18,694,25,115,29,0.985,-5,"O",-8.9,"not a member"
"BILLY","COX",11,1058,3712,470,974,174,32,66,351,298,197,0.262,0.318,0.38,85,-73,-82,448,246,56,NA,0.965,-36,"3",-11.9,"not a member"
"DOC","CRAMER",20,2239,9140,1357,2705,396,109,37,842,572,316,0.296,0.34,0.375,87,-146,-184,1168,297,114,19,0.979,19,"O",-28.9,"not a member"
"DEL","CRANDALL",16,1573,5026,585,1276,179,18,179,657,424,434,0.254,0.315,0.404,97,-69,-33,607,158,63,NA,0.989,61,"C",8.4,"not a member"
"GAVVY","CRAVATH",11,1220,3951,575,1134,232,83,119,719,561,462,0.287,0.38,0.478,149,273,251,742,333,131,NA,0.944,-6,"O",20.5,"not a member"
"SAM","CRAWFORD",19,2517,9570,1391,2961,458,309,97,1525,760,23,0.309,0.362,0.452,143,494,475,1715,221,66,NA,0.965,-50,"O",31.2,"selected by members"
"WILLIE","CRAWFORD",14,1210,3435,507,921,152,35,86,419,431,565,0.268,0.351,0.408,117,56,74,505,262,73,29,0.975,-28,"O",-0.1,"not a member"
"LOU","CRIGER",16,1012,3202,337,709,86,50,11,342,309,2,0.221,0.294,0.29,72,-103,-108,311,288,NA,NA,0.971,131,"C",12,"not a member"
"HUGHIE","CRITZ",12,1478,5930,832,1591,195,95,38,531,289,232,0.268,0.303,0.352,74,-247,-228,631,345,59,NA,0.974,111,"2",-5.3,"not a member"
"WARREN","CROMARTIE",10,1107,3927,459,1104,229,32,61,391,325,368,0.281,0.339,0.402,105,20,22,517,269,74,28,0.977,29,"O",0.1,"not a member"
"JOE","CRONIN",20,2124,7579,1233,2285,515,118,170,1424,1059,590,0.301,0.39,0.468,119,250,229,1426,331,112,NA,0.951,68,"S",39.9,"Select by writers"
"FRANKIE","CROSETTI",17,1683,6277,1006,1541,260,65,98,649,792,643,0.245,0.341,0.354,84,-155,-134,812,18,102,22,0.949,-24,"S",-4.9,"not a member"
"LAVE","CROSS",21,2275,9072,1333,2645,411,135,47,1345,464,690,0.292,0.328,0.382,100,-5,-17,1304,186,NA,NA,0.938,147,"3",16,"not a member"
"MONTE","CROSS",15,1682,5821,718,1364,232,68,31,621,616,5,0.234,0.316,0.314,80,-138,-135,737,200,NA,NA,0.92,15,"S",-4.7,"not a member"
"TERRY","CROWLEY",15,865,1518,174,379,62,1,42,229,222,159,0.25,0.348,0.375,104,12,13,202,183,2,33,0.98,-11,"D",-0.7,"not a member"
"WALTON","CRUISE",10,736,2321,293,644,83,39,30,272,238,225,0.277,0.348,0.386,114,32,43,329,266,40,NA,0.962,-45,"O",-4.8,"not a member"
"JOSE","CRUZ",19,2353,7917,1036,2251,391,94,165,1077,898,20,0.284,0.358,0.42,122,169,220,1223,193,35,39,0.974,63,"O",22.7,"not a member"
"JULIO","CRUZ",10,1156,3859,557,916,113,27,23,279,478,456,0.237,0.324,0.299,71,-129,-141,430,209,119,67,0.983,93,"2",6.8,"not a member"
"TONY","CUCCINELLO",15,1704,6184,730,1729,334,46,94,884,579,449,0.28,0.343,0.394,105,-1,40,857,246,65,NA,0.973,-18,"2",10.8,"not a member"
"ROY","CULLENBINE",10,1181,3879,627,1072,209,32,110,599,853,363,0.276,0.408,0.432,132,211,202,769,158,54,NA,0.969,34,"O",18.5,"not a member"
"JOE","CUNNINGHAM",12,1141,3362,525,980,177,26,64,436,599,340,0.291,0.406,0.417,119,136,121,614,64,62,4,0.993,-54,"1",0.2,"not a member"
"GEORGE","CUTSHAW",12,1516,5621,629,1487,195,89,25,653,300,218,0.265,0.305,0.344,86,-96,-106,639,168,108,NA,0.965,61,"2",-2.3,"not a member"
"KIKI","CUYLER",18,1879,7161,1295,2299,394,157,128,1065,676,619,0.321,0.386,0.474,125,270,263,1336,200,62,NA,0.972,12,"O",16.3,"selected by members"
"BILL","DAHLEN",21,2443,9031,1589,2457,413,163,84,1233,1064,244,0.272,0.357,0.382,110,163,133,1505,280,NA,NA,0.927,349,"S",52.4,"not a member"
"BABE","DAHLGREN",12,1137,4045,470,1056,174,37,82,569,390,366,0.261,0.329,0.383,92,-47,-49,505,86,14,NA,0.99,-44,"1",-17.1,"not a member"
"CON","DAILY",13,630,2222,280,541,74,22,2,262,208,187,0.243,0.314,0.299,77,-67,-59,250,342,NA,NA,0.912,-42,"C",-4.8,"not a member"
"ABNER","DALRYMPLE",12,951,4172,813,1202,217,81,43,407,204,330,0.288,0.323,0.41,121,131,91,588,288,NA,NA,0.863,-4,"O",5.9,"not a member"
"CLAY","DALRYMPLE",12,1079,3042,243,710,98,23,55,327,387,368,0.233,0.324,0.335,85,-54,-51,343,183,30,28,0.987,27,"C",1.5,"not a member"
"TOM","DALY",16,1564,5684,1024,1582,262,103,49,811,687,366,0.278,0.362,0.387,109,77,87,981,231,NA,NA,0.931,-31,"2",11.1,"not a member"
"HARRY","DANNING",10,890,2971,363,847,162,26,57,397,187,196,0.285,0.33,0.415,104,12,9,395,33,NA,NA,0.985,8,"C",6.8,"not a member"
"ALVIN","DARK",14,1828,7219,1064,2089,358,72,126,757,430,477,0.289,0.334,0.411,98,-31,-29,987,291,62,NA,0.96,-43,"S",3.1,"not a member"
"JAKE","DAUBERT",15,2014,7673,1117,2326,250,165,56,722,623,443,0.303,0.36,0.401,117,159,170,1174,152,119,NA,0.991,19,"1",12.1,"not a member"
"RICH","DAUER",10,1140,3829,448,984,193,3,43,372,297,198,0.257,0.313,0.343,83,-98,-86,396,293,30,27,0.987,-96,"2",-14.2,"not a member"
"VIC","DAVALILLO",16,1458,4017,509,1122,160,37,36,329,212,389,0.279,0.317,0.364,94,-38,-35,472,28,97,52,0.986,43,"O",-3.9,"not a member"
"JIM","DAVENPORT",13,1501,4427,552,1142,177,37,77,456,382,574,0.258,0.32,0.367,90,-65,-57,519,64,60,3,0.964,-43,"3",-9.7,"not a member"
"GEORGE","DAVIS",20,2368,9031,1539,2660,451,163,73,1437,870,158,0.295,0.361,0.405,122,239,263,1634,296,NA,NA,0.94,250,"S",52,"selected by members"
"HARRY","DAVIS",22,1755,6653,1001,1841,363,145,75,951,525,410,0.277,0.335,0.409,119,158,145,1042,175,53,NA,0.98,-6,"1",11.9,"not a member"
"TOMMY","DAVIS",18,1999,7223,811,2121,272,35,153,1052,381,621,0.294,0.332,0.405,109,44,65,923,40,98,64,0.97,-56,"O",-5.8,"not a member"
"JODY","DAVIS",10,1082,3585,364,877,164,11,127,490,333,598,0.245,0.31,0.403,91,-22,-49,432,308,41,29,0.987,-15,"C",-1.9,"not a member"
"MIKE","DAVIS",10,963,2999,419,778,161,16,91,371,236,480,0.259,0.316,0.415,105,-10,14,395,38,95,70,0.968,-8,"O",-1.7,"not a member"
"SPUD","DAVIS",16,1458,4255,388,1312,244,22,77,647,386,299,0.308,0.369,0.43,108,84,58,676,293,NA,NA,0.984,-55,"C",7.7,"not a member"
"WILLIE","DAVIS",18,2429,9174,1217,2561,395,138,182,1053,418,717,0.279,0.314,0.412,106,-2,42,1186,237,32,61,0.978,53,"O",2.4,"not a member"
"CHARLIE","DEAL",10,851,2930,295,752,104,34,11,318,135,62,0.257,0.293,0.327,79,-75,-81,304,301,30,NA,0.958,41,"3",-2.1,"not a member"
"HANK","DeBERRY",11,648,1850,170,494,81,16,11,234,148,58,0.267,0.323,0.346,76,-68,-64,210,33,88,NA,0.982,113,"C",8.1,"not a member"
"DOUG","DeCINCES",15,1649,5809,778,1505,312,29,237,879,618,692,0.259,0.333,0.445,116,91,111,832,288,86,4,0.958,49,"3",12.8,"not a member"
"IVAN","DeJESUS",15,1371,4602,595,1167,175,48,21,324,466,565,0.254,0.324,0.326,76,-111,-145,514,102,129,64,0.963,40,"S",2.9,"not a member"
"ED","DELAHANTY",16,1835,7505,1599,2597,522,185,101,1464,741,220,0.346,0.412,0.505,154,539,551,1833,257,NA,NA,0.951,56,"O",44.8,"selected by members"
"JIM","DELAHANTY",13,1186,4091,520,1159,191,59,19,489,378,215,0.283,0.356,0.373,122,111,114,618,56,NA,NA,0.946,-95,"2",0.9,"not a member"
"JIM","DELSING",10,822,2461,322,627,112,21,40,286,299,226,0.255,0.34,0.366,91,-30,-31,320,54,58,30,0.989,-8,"O",-7.5,"not a member"
"JOE","DeMAESTRI",11,1121,3441,322,813,114,23,49,281,168,460,0.236,0.275,0.325,62,-186,-192,293,54,51,28,0.967,4,"S",-12,"not a member"
"FRANK","DEMAREE",12,1155,4144,578,1241,190,36,72,591,359,244,0.299,0.357,0.415,110,67,59,616,202,2,NA,0.978,-22,"O",-0.9,"not a member"
"DON","DEMETER",11,1109,3443,467,912,147,17,163,563,180,560,0.265,0.309,0.459,108,32,25,474,126,60,29,0.99,-21,"O",-4.5,"not a member"
"GENE","DeMONTREVILLE",11,922,3615,537,1096,130,35,17,497,174,321,0.303,0.34,0.373,97,-8,-19,566,133,NA,NA,0.948,31,"2",4,"not a member"
"RICK","DEMPSEY",24,1766,4692,525,1093,223,12,96,471,592,609,0.233,0.321,0.347,88,-85,-70,537,108,51,26,0.988,60,"C",4.7,"not a member"
"JERRY","DENNY",13,1237,4946,714,1286,238,76,74,667,173,526,0.26,0.287,0.384,100,-24,-13,606,34,NA,NA,0.882,110,"3",10.7,"not a member"
"BUCKY","DENT",12,1392,4512,451,1114,169,23,40,423,328,320,0.247,0.3,0.321,74,-157,-154,442,75,64,5,0.976,66,"S",5.2,"not a member"
"BOB","DERNIER",10,904,2483,374,634,92,16,23,152,222,275,0.255,0.318,0.333,77,-58,-75,290,124,103,50,0.982,6,"O",-6.5,"not a member"
"GENE","DESAUTELS",13,712,2012,211,469,73,11,3,187,232,141,0.233,0.315,0.285,58,-118,-122,201,24,99,32,0.989,31,"C",-5.2,"not a member"
"ART","DEVLIN",10,1313,4412,603,1185,164,57,10,505,576,25,0.269,0.363,0.338,109,83,69,668,175,NA,NA,0.938,83,"3",20.3,"not a member"
"BO","DIAZ",13,993,3274,327,834,162,5,87,452,198,393,0.255,0.3,0.387,87,-56,-65,354,335,44,29,0.986,3,"C",-2.4,"not a member"
"BILL","DICKEY",17,1789,6300,930,1969,343,72,202,1209,678,263,0.313,0.382,0.486,128,216,247,1193,218,64,28,0.988,24,"C",34.8,"Select by writers"
"MIGUEL","DILONE",12,800,2000,314,530,67,25,6,129,142,179,0.265,0.316,0.333,81,-53,-49,229,164,119,55,0.975,0,"O",-3.1,"not a member"
"DOM","DiMAGGIO",11,1399,5640,1046,1680,308,57,87,618,750,502,0.298,0.383,0.419,109,140,92,958,5,102,28,0.978,101,"O",11.5,"not a member"
"JOE","DiMAGGIO",13,1736,6821,1390,2214,389,131,361,1537,790,340,0.325,0.398,0.579,156,507,522,1606,184,131,59,0.978,51,"O",46.5,"Select by writers"
"VINCE","DiMAGGIO",10,1110,3849,491,959,209,24,125,584,412,659,0.249,0.324,0.413,108,21,31,535,322,NA,NA,0.981,71,"O",5.3,"not a member"
"LARRY","DOBY",13,1533,5348,960,1515,243,52,253,970,871,9,0.283,0.387,0.49,137,267,278,1074,262,73,29,0.983,3,"O",20.3,"selected by members"
"BOBBY","DOERR",14,1865,7093,1094,2042,381,89,223,1247,809,531,0.288,0.362,0.461,114,181,135,1185,278,104,16,0.98,181,"2",39.8,"selected by members"
"COZY","DOLAN",10,835,3187,429,858,99,37,10,316,229,80,0.269,0.322,0.333,94,-16,-26,397,19,NA,NA,0.931,-18,"O",-8.3,"not a member"
"MIKE","DONLIN",12,1049,3854,669,1282,176,97,51,543,312,356,0.333,0.385,0.468,142,228,205,799,120,NA,NA,0.924,-37,"O",11.8,"not a member"
"JIM","DONNELLY",11,660,2411,324,552,57,28,2,234,170,108,0.229,0.284,0.278,66,-100,-97,257,79,NA,NA,0.862,-8,"3",-8.6,"not a member"
"PATSY","DONOVAN",17,1821,7496,1318,2253,207,75,16,736,453,82,0.301,0.347,0.355,99,-35,-9,1154,274,NA,NA,0.941,13,"O",-10,"not a member"
"RED","DOOIN",15,1290,4004,333,961,139,31,10,344,155,678,0.24,0.271,0.298,72,-146,-148,369,37,53,NA,0.957,26,"C",-1.2,"not a member"
"MICKEY","DOOLAN",13,1728,5977,513,1376,244,81,15,554,370,345,0.23,0.279,0.306,72,-211,-224,578,79,NA,NA,0.94,177,"S",4.2,"not a member"
"MIKE","DORGAN",10,715,2924,443,802,112,34,4,328,118,156,0.274,0.303,0.34,103,0,10,325,234,NA,NA,0.867,-30,"O",-3.3,"not a member"
"PATSY","DOUGHERTY",10,1233,4558,678,1294,138,78,17,413,378,NA,0.284,0.346,0.36,117,102,96,681,160,NA,NA,0.935,-75,"O",-4.4,"not a member"
"TAYLOR","DOUTHIT",11,1074,4127,665,1201,220,38,29,396,443,285,0.291,0.364,0.384,93,-22,-29,592,304,65,NA,0.972,69,"O",-3.1,"not a member"
"TOMMY","DOWD",10,1320,5511,903,1492,163,88,24,501,369,183,0.271,0.319,0.345,83,-149,-130,755,221,NA,NA,0.933,-106,"O",-25.4,"not a member"
"BRIAN","DOWNING",20,2344,7853,1188,2099,360,28,275,1073,1197,45,0.267,0.373,0.425,122,256,271,1293,269,82,4,0.995,-51,"D",20.6,"not a member"
"JACK","DOYLE",17,1564,6039,971,1806,315,64,26,924,437,86,0.299,0.351,0.385,107,38,53,1047,273,NA,NA,0.975,-21,"1",3.5,"not a member"
"LARRY","DOYLE",14,1766,6509,960,1887,299,123,74,793,625,248,0.29,0.357,0.408,126,210,207,1041,182,62,NA,0.949,-152,"2",6,"not a member"
"DAN","DRIESSEN",15,1732,5479,746,1464,282,23,153,763,761,602,0.267,0.359,0.411,113,111,111,830,59,103,73,0.995,-60,"1",-1.9,"not a member"
"WALT","DROPO",13,1288,4124,478,1113,168,22,152,704,328,511,0.27,0.327,0.432,100,0,-15,559,268,99,13,0.992,-1,"1",-7.1,"not a member"
"FRANK","DUFFY",10,915,2665,248,619,104,14,26,240,171,313,0.232,0.281,0.311,69,-111,-112,227,266,66,22,0.977,53,"S",3.3,"not a member"
"HUGH","DUFFY",17,1737,7042,1552,2282,325,119,106,1302,662,190,0.324,0.384,0.449,122,279,210,1508,287,NA,NA,0.943,-9,"O",7.9,"selected by members"
"JOE","DUGAN",14,1447,5410,665,1516,277,46,42,571,250,384,0.28,0.317,0.372,82,-154,-151,641,223,64,NA,0.957,-107,"3",-17.5,"not a member"
